,mutation,current,new,nono,init dx,cancer dx,adenoma,cancer death,all cause,all cause dx,cancer incidence
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.9934868497421446,0.004461852201944172,0.0,0.0,0.0,0.0020512980559111993,0.0,0.004461852201944172
2,0.0,0.0,0.0,0.9870161206105706,0.004432791488124567,0.0043910521838177695,0.0,6.164742937879164e-05,0.0040892356993606025,9.152588747611184e-06,0.008894643690068739
3,0.0,0.0,0.0,0.9805505487627049,0.004403920051100669,0.008554340633735221,0.0,0.0003127194685568529,0.006150887496125741,2.7583587776665735e-05,0.013298563741169408
4,0.0,0.0,0.0,0.9740802971909618,0.004375071625114441,0.012360015550099945,0.0,0.0008832761909367878,0.008246067442754364,5.527200013267633e-05,0.017673635366283854
5,0.0,0.0,0.0,0.967597257684853,0.004346202318891926,0.015682661150362893,0.0,0.0018989905024824716,0.010382904629971133,9.198371343848605e-05,0.022019837685175778
6,0.0,0.0,0.0,0.9610993535971443,0.004317275954796304,0.018408836645871157,0.0,0.0034738792244458977,0.012563532762883665,0.0001371218148587221,0.02633711363997208
7,0.0,0.0,0.0,0.9545889047208008,0.004288283267134539,0.02088659136633863,0.0,0.005260855229539896,0.014785698372092548,0.0001896670440935552,0.03062539690710662
8,0.0,0.0,0.0,0.948068188284,0.004259234606479981,0.02313570924464662,0.0,0.007240379739153777,0.01704718020241338,0.0002493079233062212,0.034884631513586596
9,0.0,0.0,0.0,0.9415394385993038,0.004230140133488187,0.02517443360403723,0.0,0.009394470418147545,0.019345789753621338,0.0003157274914018255,0.03911477164707478
10,0.0,0.0,0.0,0.9349992022015301,0.004201009817331583,0.02701940915119739,0.0,0.011706580220306661,0.02168501633406347,0.00038878227557073686,0.04331578146440637
11,0.0,0.9130716240882448,0.0,0.0,0.0,0.030705879265338694,0.01943644524573076,0.01213793887730118,0.024176149201617966,0.000471963321766497,0.04331578146440637
12,0.0,0.8916582909933319,0.0,0.0,0.0,0.03019981962471343,0.03836528263700249,0.012562188367837611,0.02666064490525917,0.0005537734718553289,0.043315781464406365
13,0.0,0.8706455860986039,0.0,0.0,0.0,0.029256617961561645,0.05679418488040286,0.013421488529749635,0.029244447556586818,0.0006376749730950886,0.043315781464406365
14,0.0,0.8500197712624402,0.0,0.0,0.0,0.027883518818755938,0.07472801859254714,0.01470966758850284,0.03193642868060622,0.0007225950571475912,0.043315781464406365
15,0.0,0.8297654007891953,0.0,0.0,0.0,0.0261063863290532,0.09217073300445482,0.01640202143308931,0.03474808474194357,0.000807373702263859,0.04331578146440637
16,0.0,0.8098568851995639,0.0,0.0,0.0,0.02396993774748214,0.10912418030557308,0.01845479159970205,0.03770315303045663,0.000891052117222181,0.04331578146440637
17,0.0,0.7722105679353426,0.0,0.0,0.0,0.022003515448931452,0.14364038968482568,0.02033957076765748,0.0408332609154253,0.0009726952478174354,0.043315781464406365
18,0.0,0.7361314466601933,0.0,0.0,0.0,0.020193203879265535,0.17638326304465998,0.022069728266472338,0.044169508830740334,0.0010528493186684972,0.043315781464406365
19,0.0,0.7015295797004495,0.0,0.0,0.0,0.018526115875345507,0.20740266414986058,0.02365753923231076,0.04775197468528353,0.0011321263567501039,0.04331578146440637
20,0.0,0.6683177312393142,0.0,0.0,0.0,0.016990413444685704,0.23673976587292078,0.025114265471353557,0.05162672142335868,0.00121110254836711,0.04331578146440637
21,0.0,0.6364289538661342,0.0,0.0,0.0,0.015575674920224332,0.2644327775517385,0.02645023795709175,0.055822487117720976,0.0012898685870902872,0.043315781464406365
22,0.0,0.6057901164796816,0.0,0.0,0.0,0.01427208942229755,0.2905108055789062,0.027674968197351487,0.060383296477005924,0.0013687238447573347,0.04331578146440637
23,0.0,0.5763124416226019,0.0,0.0,0.0,0.013070211736118994,0.3149864076546118,0.02879719626109225,0.0653853692583801,0.0014483734671951283,0.043315781464406365
24,0.0,0.5479171370873321,0.0,0.0,0.0,0.01196156303407813,0.3378631524292753,0.029824919530986486,0.07090392901898629,0.0015292988993417544,0.04331578146440637
25,0.0,0.5205543109403316,0.0,0.0,0.0,0.010938950000261231,0.3591489666203599,0.030765468691369032,0.0769809409749023,0.0016113627727761077,0.043315781464406365
26,0.0,0.494207447414221,0.0,0.0,0.0,0.00999639574588751,0.378868138641769,0.031625608809253324,0.08360863247960376,0.0016937769092655373,0.04331578146440637
27,0.0,0.46739130379432464,0.0,0.0,0.002589204512381373,0.009128237108221441,0.39592170739141846,0.03241163498316219,0.0907820028374693,0.0017759093730227407,0.04590498597678775
28,0.0,0.4416841864955019,0.0,0.0,0.0025602524911472304,0.010691139799100855,0.4113362432102542,0.03333298864293822,0.09851433182630914,0.001880857534748676,0.048465238467934976
29,0.0,0.41702444357554846,0.0,0.0,0.0025297286752970797,0.012079738297451808,0.4251182005892879,0.0343749583133721,0.1068623886919318,0.002010541857111065,0.05099496714323205
30,0.0,0.39335871952423745,0.0,0.0,0.0024974693705391753,0.013304326303287482,0.4372718980564091,0.03552371469710791,0.11587694590558248,0.0021669261428366635,0.05349243651377123
31,0.0,0.37064979891701416,0.0,0.0,0.0024633291521497366,0.014374623660506642,0.4478106403796702,0.03676622502884397,0.12558379503739492,0.002351587824420619,0.05595576566592096
